artist,pos_count,nouns_count,verbs_count,adjs_counts,avgNounRatio,avgVerbRatio,avgAdjRatio,acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mode,song key,speechiness,tempo,time signature,valence,Compound Score,Positive Score,Negative Score,Neutral Score
X-Ray Spex,126.25,18.125,30.125,9.125,0.143849206,0.239087302,0.072420635,0.05656225,0.470375,194901.75,0.82425,0.0100939,0.1042625,-6.908875,0.625,3.5,0.0688375,149.041875,4,0.72475,0.041175,0.114875,0.084375,0.80075
XTC,314.375,41.125,64.75,23,0.130971338,0.206210191,0.073248408,0.187375,0.609125,214992.25,0.629625,0.003643278,0.2714125,-9.296125,1,5.5,0.031,110.978125,4,0.618375,0.268125,0.174875,0.101625,0.7235
Xandria,276.6666667,45,55.33333333,26.66666667,0.162454874,0.199759326,0.096269555,0.304996667,0.435666667,247666.6667,0.731666667,0.011255933,0.190166667,-5.228333333,0,3.666666667,0.039766667,110.6126667,4,0.300333333,-0.440666667,0.119333333,0.143,0.737333333
Xavier Rudd,306.25,42,74.25,25.75,0.137254902,0.242647059,0.084150327,0.5075,0.54075,262063.5,0.5525,0.132000933,0.3017,-9.63425,0.75,6.25,0.079425,126.5485,4,0.4525,0.8652,0.1685,0.015,0.8165
Xentrix,193.25,24.125,42.5,12.75,0.125,0.220207254,0.066062176,0.000183988,0.333125,281900,0.8735,0.1176995,0.1640875,-10.617375,0.625,7.75,0.0571875,124.135375,4,0.476125,-0.8179,0.094125,0.2,0.706
Xiu Xiu,178.5,16.5,35.5,17,0.092696629,0.199438202,0.095505618,0.00671,0.6215,237300,0.594,0.5635,0.21725,-6.7925,1,1,0.0902,140.191,3.5,0.379,0.3874,0.1855,0.0705,0.7445
Xscape,418.25,39.75,86.75,21,0.095095694,0.207535885,0.050239234,0.205875,0.727625,276179,0.416375,7.37E-05,0.25175,-9.766625,0.625,4,0.050775,117.383,4,0.4848375,0.954075,0.14725,0.024125,0.82875
Xzibit,744,140,131,71,0.188172043,0.176075269,0.095430108,0.0562,0.909,219840,0.74,0,0.0593,-2.361,1,1,0.26,97.855,4,0.802,-0.9758,0.131,0.157,0.712
YG,777,110,90.5,73.5,0.141570142,0.116473616,0.094594595,0.02599,0.889,186980,0.5295,0,0.137,-7.169,0.5,7.5,0.054,106.997,4,0.3215,-0.99935,0.0565,0.294,0.6495
Yazoo,150,15,33,6,0.1,0.22,0.04,0.204,0.748,192293,0.559,4.15E-05,0.0982,-8.078,1,9,0.0362,106.077,4,0.85,0.9459,0.151,0,0.849
Yeah Yeah Yeahs,248.5384615,30.38461538,46.76923077,18.84615385,0.122026568,0.187828236,0.075687365,0.018293462,0.508615385,232649.3077,0.871692308,0.114466815,0.189484615,-4.975615385,0.692307692,7.769230769,0.072769231,135.7694615,4,0.379692308,-0.101776923,0.106461538,0.141923077,0.751461538
Yelawolf,671.8333333,111.6666667,115.1666667,38.16666667,0.166170635,0.171378968,0.056795635,0.031946,0.728666667,243377.6667,0.758166667,0.006533333,0.075766667,-7.088666667,0.666666667,4,0.086816667,134.8968333,4,0.25965,0.417016667,0.121166667,0.058333333,0.820333333
Yello,191.6,23.2,33.6,16.6,0.120833333,0.175,0.086458333,0.103166,0.656,226956.8,0.7454,0.2011052,0.21708,-7.754,0.2,8,0.05964,137.475,3.8,0.5952,0.24162,0.1448,0.1118,0.7436
Yellowcard,321.9285714,28.42857143,76.71428571,17.64285714,0.088287489,0.238243123,0.054791482,0.039660034,0.395928571,221566.7143,0.906928571,1.11E-05,0.232221429,-4.214714286,0.571428571,4.285714286,0.087992857,158.2375714,3.928571429,0.495928571,0.202014286,0.100714286,0.056642857,0.842571429
Yeng Constantino,235.6666667,70,21,9,0.296610169,0.088983051,0.038135593,0.268833333,0.569333333,244075.3333,0.636666667,3.93E-06,0.1299,-7.025333333,1,4.333333333,0.0334,136.6203333,4,0.524333333,0.021933333,0.005666667,0.010333333,0.984
Yes,404,49,59,42,0.121287129,0.146039604,0.103960396,0.306,0.695,266040,0.746,0.00524,0.368,-8.12,1,7,0.0387,125.123,4,0.885,-0.9805,0.145,0.25,0.605
Ying Yang Twins,784,110,155.5,54.5,0.140306122,0.198341837,0.069515306,0.168841,0.813,252407,0.7675,0,0.461,-6.5615,0.5,1,0.1706,108.9995,4,0.8785,-0.9974,0.101,0.238,0.6615
Yngwie Malmsteen,194.5,31.25,41.125,13.625,0.161082474,0.211984536,0.070231959,0.069860663,0.376875,289786.75,0.809,0.12240215,0.188175,-10.925625,0.5,6.625,0.0748625,127.45525,4,0.382,-0.3810625,0.133125,0.19825,0.668625
Yo La Tengo,129,11.75,31.25,4.75,0.091085271,0.242248062,0.036821705,0.3855,0.558,332593,0.4825,0.67975,0.1535,-12.284,1,7,0.041075,105.46225,4,0.51145,0.286225,0.08,0.06375,0.856
Yoko Ono,266,33,58,13,0.12406015,0.218045113,0.04887218,0.116,0.388,235775,0.546,0.557,0.128,-6.704,1,4,0.0268,79.447,4,0.124,0.9521,0.24,0.162,0.598
Yolanda Adams,371.6153846,36.30769231,86.07692308,26.23076923,0.097601323,0.231389578,0.070512821,0.301748462,0.570307692,315171.6154,0.587692308,2.02E-05,0.161907692,-6.553230769,0.615384615,7.461538462,0.068769231,100.2185385,3.692307692,0.388076923,0.741146154,0.202,0.064846154,0.733076923
Yonder Mountain String Band,431,78,70,47,0.180974478,0.162412993,0.109048724,0.749,0.449,271080,0.495,6.51E-06,0.371,-8.82,1,9,0.0431,198.017,4,0.676,0.9321,0.106,0.068,0.826
Young Dro,897,118,163,27,0.13154961,0.181716834,0.030100334,0.214,0.774,268107,0.717,0,0.0761,-5.38,1,2,0.297,77.973,4,0.656,-0.9909,0.032,0.085,0.883
Young Jeezy,813,124,125,66,0.152521525,0.153751538,0.081180812,0.0027,0.649,321293,0.785,0,0.0859,-6.031,0,9,0.0369,137.618,4,0.294,0.5954,0.127,0.111,0.762
Youngbloodz,818.5,150.5,129,68,0.18398533,0.157701711,0.083129584,0.045925,0.74025,253183.25,0.543,0,0.17125,-8.8385,0.75,4,0.2296,145.41975,4,0.467,-0.0118,0.08475,0.07625,0.839
Youth Of Today,137.3333333,20,31.66666667,12.44444444,0.145985401,0.231143552,0.090835361,0.096915889,0.393,134040,0.781111111,0.034962582,0.122911111,-7.706888889,0.333333333,6.444444444,0.096222222,118.9368889,3.666666667,0.395555556,0.051144444,0.163111111,0.129666667,0.707444444
Yung Joc,579,100.5,112.5,39.5,0.17357513,0.194300518,0.068221071,0.025875,0.762,243733,0.725,0,0.12855,-6.57,1,6.5,0.07305,124.4715,4,0.843,-0.97695,0.0725,0.136,0.791
Z-Ro,745,97,168,49,0.130201342,0.225503356,0.065771812,0.745,0.774,281267,0.769,0,0.161,-5.452,0,9,0.18,120.001,4,0.922,0.9953,0.192,0.05,0.758
ZZ Top,187.3076923,23,34.15384615,14.92307692,0.122994652,0.182640889,0.07980255,0.155594923,0.585615385,239125.0769,0.689923077,0.042082878,0.1411,-9.932692308,0.769230769,6.384615385,0.053723077,124.2445385,4,0.687538462,0.429423077,0.112615385,0.057538462,0.829769231
Zac Brown Band,366.6,49.7,75.6,25.3,0.135422343,0.20599455,0.06893733,0.29379,0.6227,236677.3,0.606,5.32E-05,0.13185,-6.1728,1,3.6,0.0346,106.1524,4,0.588,0.61273,0.1508,0.0525,0.7966
Zakk Wylde,243,21,56,16,0.086419753,0.230452675,0.065843621,0.84,0.63,253707,0.377,0.000289,0.108,-8.982,1,7,0.0267,128.215,4,0.366,0.907,0.161,0.085,0.754
Zao,135.7142857,27.42857143,23.71428571,14.14285714,0.201680672,0.174369748,0.103991597,0.000382543,0.326,232514.1429,0.839,0.316334143,0.113942857,-6.632428571,1,3.571428571,0.106457143,140.8134286,4,0.178457143,-0.405685714,0.095142857,0.161285714,0.743285714
Zazie,158,25,27,13,0.158227848,0.170886076,0.082278481,0.403,0.519,185773,0.415,0.0487,0.101,-7.892,1,4,0.0267,143.886,4,0.0663,0.9489,0.176,0.066,0.758
Zebra,255.5,27.5,65,20.5,0.107421875,0.25390625,0.080078125,0.002838,0.346,336246.5,0.868,0.0824,0.21745,-8.6635,1,4.5,0.0918,140.0835,4,0.2655,0.00385,0.127,0.115,0.758
Zebrahead,486.2727273,58.09090909,104.6363636,30.81818182,0.11952862,0.21530116,0.063411897,0.003562545,0.486545455,196724.9091,0.972818182,8.60E-06,0.261836364,-3.868545455,0.818181818,4.454545455,0.158227273,152.1292727,4,0.461090909,-0.121936364,0.132,0.153,0.715272727
Zero 7,210,24.36363636,47.72727273,12.81818182,0.116017316,0.227272727,0.061038961,0.288327273,0.550727273,303839.9091,0.491272727,0.206458509,0.120372727,-10.01081818,0.636363636,4,0.028318182,128.727,3.818181818,0.320727273,-0.462518182,0.089090909,0.104909091,0.805909091
Zeromancer,168,17,29,11,0.101190476,0.172619048,0.06547619,0.00012,0.555,228933,0.921,0.101,0.0889,-6.858,1,1,0.0374,115.007,4,0.438,0.9518,0.178,0.026,0.795
Ziggy Marley,282,40.83333333,61.5,21.16666667,0.144799054,0.218085106,0.075059102,0.191566667,0.7465,236908.8333,0.5825,6.37E-06,0.1331,-7.775166667,0.666666667,5.666666667,0.052416667,112.0165,4,0.7305,0.6642,0.143,0.078166667,0.7785
Zoegirl,323.25,32.75,77.91666667,19,0.101393189,0.24122807,0.058823529,0.048604083,0.608833333,235024.4167,0.846333333,0.06448845,0.200958333,-4.780833333,0.583333333,4,0.056033333,116.707,4,0.613166667,0.805466667,0.1575,0.070166667,0.77225
Zornik,221.2,21.8,52.8,12,0.098642534,0.238914027,0.054298643,0.0554354,0.4968,236989.4,0.7308,0.011982,0.22424,-5.3932,0.8,5.2,0.03088,148.3982,4,0.4332,0.31378,0.1152,0.0732,0.8116
Zox,333,34.6,76.46666667,22.53333333,0.103903904,0.22962963,0.067667668,0.125875333,0.514733333,253071.0667,0.738933333,0.015322813,0.15482,-7.5034,0.466666667,6.266666667,0.080766667,149.2778667,4,0.661133333,0.010126667,0.088466667,0.0984,0.813133333
Zucchero,307.3333333,84.66666667,19.66666667,12.66666667,0.275787188,0.064060803,0.041259501,0.0532,0.638,270902.6667,0.708,0.00324635,0.329366667,-7.71,1,7.333333333,0.041433333,133.3156667,4,0.532333333,-0.0564,0.052,0.068,0.879666667
